ID,이름,성별,birthYear,birthDate,연락처,user,알림,위치,UID,가입일,업데이트일,회원탈퇴일,최근접속일,닉네임,프로필사진,프로필썸네일사진,이메일,연령대
87562004,김혜지,여,1977,931,010-7522-8558,TRUE,TRUE,"(37.5047072, 127.0485641)",PCYE0AB8-EPE2-36EJ-D9F8-4ICDN23V5BPT,2017-11-25,2020-03-26,Null,Null,Null,Null,Null,ujcmkuj7035@gmail.com,90~
24782388,유태빈,여,1994,717,010-6942-5150,FALSE,TRUE,"(37.5047072, 127.0485641)",3TSKK1BN-5XL2-DZ1K-8CEB-9XBMNL4GF42D,2020-08-29,2020-05-31,2019-09-28,2019-09-10,Null,Null,Null,mxotzke7474@gmail.com,40~49
16718206,홍상수,여,1951,830,010-9204-3850,TRUE,TRUE,"(37.5047072, 127.0485641)",719C7EVL-WT3E-GJMC-JDCH-5FCIRZT2DO7W,2018-11-27,2020-07-31,2020-10-10,2019-04-13,Null,Null,Null,ozuhtew8220@gmail.com,90~
77969532,박혜제,여,1953,118,010-4302-1862,TRUE,TRUE,"(37.5047072, 127.0485641)",F4UEVS03-9ZTB-4WLI-B3S5-HCKWS0XTKTIQ,2020-07-20,2018-12-20,Null,Null,Null,Null,Null,jpzfgmg5113@gmail.com,90~
23925585,권연,남,1980,1015,010-6173-0426,TRUE,FALSE,"(37.5047072, 127.0485641)",4BBTDSTJ-FCEA-Q87T-AHPS-GEEMVSRJRJ9N,2019-02-12,2018-04-28,Null,Null,Null,Null,Null,urnvgjs1530@gmail.com,60~69
74863491,권정희,여,1978,1216,010-8069-3138,TRUE,TRUE,"(37.5047072, 127.0485641)",K5A819GH-C5Y7-CMU6-WV44-X1M4UQLHG0YO,2017-05-22,2018-06-16,2019-09-30,2019-03-14,Null,Null,Null,bvmhnfj6210@gmail.com,15~19
28003728,김수지,여,1987,1131,010-2799-4190,FALSE,FALSE,"(37.5047072, 127.0485641)",A10077LG-7BVZ-AJ6A-IMPY-COAMIWDA4JZC,2019-08-17,2020-03-22,2020-09-18,2019-11-14,Null,Null,Null,qfzcznn2318@gmail.com,40~49
96521238,유갑연,남,1990,1230,010-3879-7408,FALSE,TRUE,"(37.5047072, 127.0485641)",Z96QSLY4-KF66-N00X-N4X8-FQEPB4KM7JNI,2020-06-19,2020-10-23,2020-02-11,2020-07-26,Null,Null,Null,evvrrqf9643@gmail.com,90~
94308985,류갑돌,여,1969,411,010-8248-2567,TRUE,TRUE,"(37.5047072, 127.0485641)",PTQ02I02-L3QP-RRVB-CRNG-17B633WNYTQP,2017-04-17,2019-01-11,2019-08-21,2019-08-24,Null,Null,Null,tncrkcj9141@gmail.com,70~79
43448802,김혜수,여,1965,619,010-5523-6964,TRUE,TRUE,"(37.5047072, 127.0485641)",A0M8BDGY-MUKE-9W3A-B3N5-OQCWE1N4BYK8,2018-02-31,2020-06-11,2019-12-28,2020-11-23,Null,Null,Null,osgqblk4867@gmail.com,30~39
82390987,이신,여,1986,1124,010-3014-9497,TRUE,FALSE,"(37.5047072, 127.0485641)",YL1PB0KL-02BM-NMND-AXF3-NYQKYZXQVYRB,2019-02-25,2019-06-23,2020-07-11,2019-01-11,Null,Null,Null,tsfxjjt2037@gmail.com,20~29
89045449,권도제,여,1972,225,010-0241-3007,FALSE,FALSE,"(37.5047072, 127.0485641)",M0LS9VO9-Y922-0HXQ-312V-5URS3NT8U2II,2019-02-20,2018-01-26,Null,Null,Null,Null,Null,sfjxyhr2735@gmail.com,80~89
29210458,신도연,여,1969,926,010-6044-9199,TRUE,TRUE,"(37.5047072, 127.0485641)",VCW9BHSD-FKRP-4RND-0W43-2NC5F1IFHTHR,2018-12-22,2020-10-15,Null,Null,Null,Null,Null,ebbalew0738@gmail.com,60~69
15923730,김갑제,남,1952,1122,010-9352-3430,TRUE,TRUE,"(37.5047072, 127.0485641)",KYLO1A9B-PSZL-5TL8-YGYA-LWI3QVKJ946J,2017-11-30,2019-08-26,Null,Null,Null,Null,Null,vzsgzol2615@gmail.com,15~19
30089224,신병철,남,1950,122,010-3841-8129,FALSE,FALSE,"(37.5047072, 127.0485641)",S7B9H36Z-A2YE-U8TU-LL80-XHRLDXS91H2D,2017-12-26,2019-05-17,2019-02-31,2020-02-31,Null,Null,Null,xhoqbds9352@gmail.com,70~79
5985301,권혜호,남,1972,819,010-4642-4742,FALSE,FALSE,"(37.5047072, 127.0485641)",PI16F3RK-FPA0-ZP59-3VYG-3BPEEUX0U9YU,2017-08-15,2018-04-14,2019-11-20,2019-05-31,Null,Null,Null,bllmavx2736@gmail.com,50~59
3786854,류병제,여,1998,721,010-9411-0465,FALSE,FALSE,"(37.5047072, 127.0485641)",S9CITFL8-QZK1-X842-NE5X-RUVA3DI3KLQK,2018-02-27,2020-10-24,2020-09-21,2020-10-31,Null,Null,Null,bphbext7531@gmail.com,30~39
32916834,김빈,남,1988,313,010-9453-5315,TRUE,TRUE,"(37.5047072, 127.0485641)",ANUQOAPC-LSPA-V52J-8N14-8CTB2BAK0BVB,2018-03-20,2018-10-22,Null,Null,Null,Null,Null,izynaqz5325@gmail.com,30~39
42543436,김철,여,1979,615,010-2358-5653,FALSE,TRUE,"(37.5047072, 127.0485641)",J2QFQQ4N-ZGSR-0HD1-6NUE-GHFEGAWA69ZJ,2018-05-29,2020-05-28,2020-12-13,2020-12-11,Null,Null,Null,nouxklf7587@gmail.com,80~89
52184792,최제,여,1984,1219,010-9047-5261,FALSE,TRUE,"(37.5047072, 127.0485641)",MUSKZ4JC-2EBI-71KU-7V4O-2LRUGUSI9PQI,2017-03-16,2018-05-21,Null,Null,Null,Null,Null,xgmkqqa3849@gmail.com,80~89
83106435,마지철,여,1968,822,010-1655-1081,FALSE,FALSE,"(37.5047072, 127.0485641)",V6N7GNTX-CK0Z-3OM3-ODTU-8XB2DI1UFFQH,2017-05-24,2019-01-30,2020-09-26,2019-05-26,Null,Null,Null,lghbxci0903@gmail.com,10~14
55349030,마철수,남,1953,925,010-9311-4832,TRUE,TRUE,"(37.5047072, 127.0485641)",WDWR417U-CIZ7-PHL4-2FZA-JZ5LRYKTXARN,2017-11-30,2019-12-22,Null,Null,Null,Null,Null,xpjxzlr4080@gmail.com,90~
40009031,이상돌,남,1973,922,010-4831-4046,TRUE,TRUE,"(37.5047072, 127.0485641)",JOS4UUH7-NVEZ-P5JI-VSXD-QEYFFMP8YRAZ,2020-09-10,2019-09-23,Null,Null,Null,Null,Null,eewoucx3813@gmail.com,40~49
79915597,송정수,여,1958,121,010-0983-3915,FALSE,FALSE,"(37.5047072, 127.0485641)",22XUBEFK-HMQF-MH9F-5RZL-OKJA8FXCWAJ6,2018-05-25,2019-11-13,Null,Null,Null,Null,Null,aiuwbap4706@gmail.com,90~
22416756,류지철,남,1977,822,010-7062-0478,TRUE,TRUE,"(37.5047072, 127.0485641)",319UD8QY-6SNT-9X8O-ZVF2-YFFVUGZAM84R,2019-12-27,2019-03-31,2019-05-22,2019-04-20,Null,Null,Null,wbpewqk2487@gmail.com,40~49
58418124,오도돌,여,1988,310,010-3420-4042,FALSE,TRUE,"(37.5047072, 127.0485641)",YBEV882T-NWZ7-HVO3-JI9C-LZQQIBJ4OK5D,2018-08-15,2018-02-23,Null,Null,Null,Null,Null,exghiul0859@gmail.com,30~39
95397960,신수호,남,1983,223,010-3389-3683,TRUE,FALSE,"(37.5047072, 127.0485641)",F75LD0UI-NFXV-LN79-U8EQ-741AW7P5MZ1S,2018-06-25,2018-09-13,2020-01-28,2020-04-13,Null,Null,Null,djqvmcz3883@gmail.com,80~89
8859823,기철연,남,1983,730,010-9934-6596,TRUE,TRUE,"(37.5047072, 127.0485641)",XUEGN9NV-FBLD-M36D-ZTPX-NGTQG6Q4O6Z0,2018-10-29,2020-11-16,2020-08-29,2019-04-14,Null,Null,Null,walkzip0884@gmail.com,70~79
88759195,최갑희,남,1954,1213,010-6916-7614,FALSE,TRUE,"(37.5047072, 127.0485641)",YFR8O2CV-9SXA-8D0Q-NLUL-CBUY8819D4C2,2019-04-21,2018-01-22,2019-07-11,2019-06-28,Null,Null,Null,adcivec7122@gmail.com,90~
88288903,이상신,여,1956,131,010-9098-5657,TRUE,FALSE,"(37.5047072, 127.0485641)",80W17G1K-C3RL-NVX8-5SCD-M52Q9Q1KHGHP,2018-02-30,2020-04-11,Null,Null,Null,Null,Null,keyhjek2576@gmail.com,60~69
73117118,박정철,여,1976,724,010-3736-4940,FALSE,FALSE,"(37.5047072, 127.0485641)",5FXTX9R8-YSVT-R8UT-U9VA-XRM9MW9HGQWI,2020-05-23,2020-08-11,2019-10-25,2020-04-19,Null,Null,Null,zhcghwi1659@gmail.com,50~59
85174284,박병연,남,1958,628,010-7003-1775,TRUE,FALSE,"(37.5047072, 127.0485641)",78F525L2-OPWH-3GDZ-W876-XZUOR37HT230,2020-01-24,2018-10-19,Null,Null,Null,Null,Null,uemmasr3084@gmail.com,40~49
5385967,권철희,여,1988,919,010-8499-0776,TRUE,FALSE,"(37.5047072, 127.0485641)",004SL69X-RSWD-G14C-0PJE-6AM2BQN2ETUW,2019-11-25,2018-06-11,Null,Null,Null,Null,Null,fiuoqhp7903@gmail.com,15~19
96792283,오갑빈,여,1972,818,010-1771-5987,TRUE,FALSE,"(37.5047072, 127.0485641)",N41I64E8-7047-QSEB-T7S2-Z40W0U33BW59,2017-03-13,2018-10-22,Null,Null,Null,Null,Null,mygxtrx2703@gmail.com,10~14
16332674,오갑수,여,1967,716,010-9180-3521,TRUE,TRUE,"(37.5047072, 127.0485641)",Z4LBAFNO-TPOL-9PS2-GH73-W3EYBXLCB5IT,2019-01-23,2019-04-19,Null,Null,Null,Null,Null,zzgahhw7333@gmail.com,30~39
8456614,박지수,여,2000,814,010-6768-0901,FALSE,TRUE,"(37.5047072, 127.0485641)",JIJF28K9-QZVE-VTWG-KRIE-3REHV8P1ZG1W,2018-07-28,2019-12-17,2020-10-10,2019-09-23,Null,Null,Null,hyeyetg5721@gmail.com,70~79
31699446,박정호,남,2000,1126,010-7882-2212,TRUE,FALSE,"(37.5047072, 127.0485641)",5NL0IIAT-00J7-72RQ-KMKK-Q8K7JC8IF56O,2017-06-12,2018-11-18,Null,Null,Null,Null,Null,vwrvhry7775@gmail.com,15~19
92774806,송상준,남,1993,1030,010-1379-5473,FALSE,FALSE,"(37.5047072, 127.0485641)",6321SV8U-7S2K-4P7I-EFGL-Q2BBEL24X87H,2020-04-14,2020-10-17,Null,Null,Null,Null,Null,cmmtjjt8484@gmail.com,40~49
17091169,신병철,남,1955,111,010-2132-5789,FALSE,TRUE,"(37.5047072, 127.0485641)",5YTECXPV-H54D-IJLR-W6GQ-DH9E430MZROS,2018-12-27,2019-08-21,Null,Null,Null,Null,Null,nuqugjz0679@gmail.com,80~89
74324517,김정돌,남,1959,812,010-7906-6761,FALSE,FALSE,"(37.5047072, 127.0485641)",NCPH94IC-27NP-DJ3U-TH6L-M32CCZ82J5CD,2019-08-24,2019-06-16,Null,Null,Null,Null,Null,ztbawwn0710@gmail.com,40~49
44522348,이정호,여,1978,622,010-5798-2997,TRUE,FALSE,"(37.5047072, 127.0485641)",MP5EP8KF-DF48-0YUQ-LTLS-ITCLRYY53TFF,2020-04-29,2019-04-26,2019-09-29,2020-03-22,Null,Null,Null,ysilpsp9797@gmail.com,40~49
30884187,권수,여,1966,410,010-8199-3863,TRUE,FALSE,"(37.5047072, 127.0485641)",22OQKQIM-RI0U-SLAJ-K8NZ-S0S8JC0QJE1F,2019-04-31,2020-04-20,Null,Null,Null,Null,Null,kbosppp2586@gmail.com,15~19
66220305,마갑빈,남,1998,823,010-2396-8168,FALSE,TRUE,"(37.5047072, 127.0485641)",MTUROI1S-GQ9D-K8K6-DXWT-5DG67TMU96RU,2020-08-31,2018-06-20,Null,Null,Null,Null,Null,gycklse2761@gmail.com,80~89
78632111,박지,남,1969,831,010-8001-9618,FALSE,TRUE,"(37.5047072, 127.0485641)",YKYF474Q-COU5-158J-8OH8-X934QR0RM6V2,2019-08-16,2019-03-16,2020-10-30,2020-06-16,Null,Null,Null,trqnryi4336@gmail.com,80~89
10784272,홍상희,남,1998,618,010-2818-7562,FALSE,TRUE,"(37.5047072, 127.0485641)",55N9GN82-PMG4-IBSE-UDQJ-ZBE8L1C1KRPD,2018-10-17,2019-08-16,Null,Null,Null,Null,Null,skcqnxa8482@gmail.com,70~79
87431835,신태돌,여,1988,731,010-8324-9570,TRUE,TRUE,"(37.5047072, 127.0485641)",G5IFSZN1-PYQB-ICCR-0K6L-HWLKXH4FBGI2,2019-11-12,2020-01-20,2020-08-13,2019-08-29,Null,Null,Null,pwkgzvq0845@gmail.com,1~9
90308832,유병수,여,1972,825,010-8663-0177,FALSE,TRUE,"(37.5047072, 127.0485641)",2FM1D7FF-XXOP-GMRO-K1BJ-DZ0VP78DDN54,2017-01-28,2018-04-21,Null,Null,Null,Null,Null,zmdgrui5739@gmail.com,70~79
49933398,최병지,여,1979,1220,010-3023-6088,TRUE,FALSE,"(37.5047072, 127.0485641)",ZH4FZI8K-3PMT-FCI2-S29H-ZN57ZWMZ61OU,2020-10-20,2018-11-16,Null,Null,Null,Null,Null,ceumqor6968@gmail.com,10~14
28283503,최지제,여,1970,1110,010-9616-1710,FALSE,TRUE,"(37.5047072, 127.0485641)",QJROMWKH-W3OZ-TYWE-O7CX-8ODX4SMR3N93,2018-04-14,2019-07-26,2019-01-21,2020-12-23,Null,Null,Null,fynsjsy7482@gmail.com,60~69
54049848,송태제,남,1976,921,010-5049-5681,FALSE,TRUE,"(37.5047072, 127.0485641)",SYTWRT0D-7AS3-JFHL-W7FB-TFN7ZRGUOY80,2017-02-19,2020-03-30,2019-09-19,2020-09-17,Null,Null,Null,ajfguwl1400@gmail.com,90~
61413722,마도준,여,1981,828,010-5952-3439,FALSE,TRUE,"(37.5047072, 127.0485641)",0K5PSF84-8U79-GN0F-8IBS-X1AYL0SPG3NU,2018-10-31,2020-09-16,Null,Null,Null,Null,Null,ozmemvq1759@gmail.com,40~49
79036329,류도연,여,1964,723,010-1518-2510,TRUE,TRUE,"(37.5047072, 127.0485641)",8LIHU71R-J0TX-8242-OXBJ-P3Y8VGBRMD5H,2017-03-12,2019-09-19,Null,Null,Null,Null,Null,iogzgmq0181@gmail.com,30~39
60221893,이수신,여,1960,431,010-3767-2789,FALSE,FALSE,"(37.5047072, 127.0485641)",LFL9STS0-M5C2-PE0B-C6KX-FSANQS2HDBZK,2020-12-18,2020-05-28,2019-12-16,2020-12-27,Null,Null,Null,drxvcof3630@gmail.com,70~79
25877919,류희,여,1996,1017,010-5020-1858,FALSE,TRUE,"(37.5047072, 127.0485641)",CR94RK2L-FBD9-N031-2SEA-NUPWG60E8WGP,2018-11-25,2019-05-29,2020-11-12,2020-01-10,Null,Null,Null,rsghxgc5615@gmail.com,60~69
5532452,홍상수,여,1967,330,010-4709-0433,TRUE,FALSE,"(37.5047072, 127.0485641)",NGZTW6O5-FWV5-HSUQ-FLVZ-DPJQFARAOSCL,2019-10-14,2018-11-11,Null,Null,Null,Null,Null,mjyhpqp9375@gmail.com,15~19
7123661,박병지,남,1990,119,010-1421-9070,FALSE,FALSE,"(37.5047072, 127.0485641)",BR4L9VH1-VCAW-ICL1-2ASQ-8R0BVMQQ33VE,2020-10-12,2019-02-18,Null,Null,Null,Null,Null,wkwokbx9989@gmail.com,15~19
45506283,오혜철,남,1972,1022,010-8799-1268,TRUE,FALSE,"(37.5047072, 127.0485641)",8N0SCMAO-FHWS-TF5P-JJN7-SAE6CDO8G9BB,2020-03-15,2020-03-22,Null,Null,Null,Null,Null,gbwzeib3400@gmail.com,90~
71623527,이철연,여,1967,311,010-9198-7218,FALSE,TRUE,"(37.5047072, 127.0485641)",MU0F2Q0P-LSLG-OMB4-IE27-C17AMA2RP2V6,2020-01-19,2019-08-24,2019-05-12,2020-08-21,Null,Null,Null,ozphlkx0915@gmail.com,40~49
40614867,기태제,여,1977,923,010-0603-7504,TRUE,TRUE,"(37.5047072, 127.0485641)",9MLOHE8J-8VIH-T9P7-KX0N-MARLQEYX70Q2,2017-04-26,2018-09-30,2019-11-14,2020-12-17,Null,Null,Null,cwbkqcp5927@gmail.com,80~89
